id,language,sentence,tokenized_sentence,expression,category,indices
11253,tr,"Birine çelme atmak, oyun sırasında ciddi sonuçlar doğurabilir.","['Birine', 'çelme', 'atmak', ',', 'oyun', 'sırasında', 'ciddi', 'sonuçlar', 'doğurabilir', '.']",çelme atmak,literal,[-1]
11254,tr,"Çelme atmak, çocukların oyun alanında sıkça karşılaştığı bir durumdur.","['Çelme', 'atmak', ',', 'çocukların', 'oyun', 'alanında', 'sıkça', 'karşılaştığı', 'bir', 'durumdur', '.']",çelme atmak,literal,[-1]
11255,tr,Koşan çocuğa aniden çelme attılar ve yere düştü.,"['Koşan', 'çocuğa', 'aniden', 'çelme', 'attılar', 've', 'yere', 'düştü', '.']",çelme atmak,literal,[-1]
11256,tr,Parkta oynarken biri bana çelme atmaya çalıştı.,"['Parkta', 'oynarken', 'biri', 'bana', 'çelme', 'atmaya', 'çalıştı', '.']",çelme atmak,literal,[-1]
11257,tr,Yolda yürürken istemeden çelme attım ve özür diledim.,"['Yolda', 'yürürken', 'istemeden', 'çelme', 'attım', 've', 'özür', 'diledim', '.']",çelme atmak,literal,[-1]
11258,tr,"Çelme atmak tehlikelidir, dikkatli olunmalıdır.","['Çelme', 'atmak', 'tehlikelidir', ',', 'dikkatli', 'olunmalıdır', '.']",çelme atmak,literal,[-1]
11259,tr,Koşucunun ayağına bilerek çelme attılar mı?,"['Koşucunun', 'ayağına', 'bilerek', 'çelme', 'attılar', 'mı', '?']",çelme atmak,literal,[-1]
11260,tr,Sokakta yürürken çelme atmak kazalara yol açabilir.,"['Sokakta', 'yürürken', 'çelme', 'atmak', 'kazalara', 'yol', 'açabilir', '.']",çelme atmak,literal,[-1]
11261,tr,"Dikkat et, çocukların üzerine çelme atma sakın!","['Dikkat', 'et', ',', 'çocukların', 'üzerine', 'çelme', 'atma', 'sakın', '!']",çelme atmak,literal,[-1]
11262,tr,Çelme attığında onun dengesini kaybettiğini gördüm.,"['Çelme', 'attığında', 'onun', 'dengesini', 'kaybettiğini', 'gördüm', '.']",çelme atmak,literal,[-1]
11263,tr,Hırsız kaçarken çelme atarak engellemeye çalıştı.,"['Hırsız', 'kaçarken', 'çelme', 'atarak', 'engellemeye', 'çalıştı', '.']",çelme atmak,literal,[-1]
11264,tr,Çelme atmak spor müsabakalarında kesinlikle yasaktır.,"['Çelme', 'atmak', 'spor', 'müsabakalarında', 'kesinlikle', 'yasaktır', '.']",çelme atmak,literal,[-1]
11265,tr,Parkurda rakibine çelme atmak adil oyun kurallarına aykırıdır.,"['Parkurda', 'rakibine', 'çelme', 'atmak', 'adil', 'oyun', 'kurallarına', 'aykırıdır', '.']",çelme atmak,literal,[-1]
11266,tr,Bisiklet kullanırken önündeki kişiye çelme atmak çok tehlikelidir.,"['Bisiklet', 'kullanırken', 'önündeki', 'kişiye', 'çelme', 'atmak', 'çok', 'tehlikelidir', '.']",çelme atmak,literal,[-1]
11267,tr,"Çelme atmak, çocuklar arasında sıkça rastlanan bir oyun davranışıdır.","['Çelme', 'atmak', ',', 'çocuklar', 'arasında', 'sıkça', 'rastlanan', 'bir', 'oyun', 'davranışıdır', '.']",çelme atmak,literal,[-1]
11268,tr,Herkes birbirine çelme atmak yerine yardımlaşmayı tercih etmelidir.,"['Herkes', 'birbirine', 'çelme', 'atmak', 'yerine', 'yardımlaşmayı', 'tercih', 'etmelidir', '.']",çelme atmak,literal,[-1]
11269,tr,Koşu yarışında rakibine çelme atmak kural ihlali sayılır.,"['Koşu', 'yarışında', 'rakibine', 'çelme', 'atmak', 'kural', 'ihlali', 'sayılır', '.']",çelme atmak,literal,[-1]
11270,tr,"Dikkat et, yanından geçerken kimseye çelme atma.","['Dikkat', 'et', ',', 'yanından', 'geçerken', 'kimseye', 'çelme', 'atma', '.']",çelme atmak,literal,[-1]
11271,tr,Oyun oynarken kasıtlı olarak çelme atmak hoş değildir.,"['Oyun', 'oynarken', 'kasıtlı', 'olarak', 'çelme', 'atmak', 'hoş', 'değildir', '.']",çelme atmak,literal,[-1]
11272,tr,Arkadaşının ayağına çelme atmak onun düşmesine neden oldu.,"['Arkadaşının', 'ayağına', 'çelme', 'atmak', 'onun', 'düşmesine', 'neden', 'oldu', '.']",çelme atmak,literal,[-1]
11273,tr,Sınıfta koşarken birbirimize çelme atmak yasaktır.,"['Sınıfta', 'koşarken', 'birbirimize', 'çelme', 'atmak', 'yasaktır', '.']",çelme atmak,literal,[-1]
11274,tr,Spor salonunda çelme atmak sakatlanmalara yol açabilir.,"['Spor', 'salonunda', 'çelme', 'atmak', 'sakatlanmalara', 'yol', 'açabilir', '.']",çelme atmak,literal,[-1]
11275,tr,Dostlar arasında çelme atmak güveni zedeler.,"['Dostlar', 'arasında', 'çelme', 'atmak', 'güveni', 'zedeler', '.']",çelme atmak,literal,[-1]
11276,tr,Piknikte oyun oynarken kimseye çelme atılmadı.,"['Piknikte', 'oyun', 'oynarken', 'kimseye', 'çelme', 'atılmadı', '.']",çelme atmak,literal,[-1]
11277,tr,"Çelme atmak, küçük çocuklar arasında sık rastlanan bir hareket.","['Çelme', 'atmak', ',', 'küçük', 'çocuklar', 'arasında', 'sık', 'rastlanan', 'bir', 'harekettir', '.']",çelme atmak,literal,[-1]
11278,tr,Yürüyüş sırasında yanımdakine çelme atmak istemedim.,"['Yürüyüş', 'sırasında', 'yanımdakine', 'çelme', 'atmak', 'istemedi̇m', '.']",çelme atmak,literal,[-1]
11279,tr,Okul bahçesinde çelme atmak ciddi kazalara sebep olabilir.,"['Okul', 'bahçesinde', 'çelme', 'atmak', 'ciddi', 'kazalara', 'sebep', 'olabilir', '.']",çelme atmak,literal,[-1]
11280,tr,Sokakta koşan çocukların birbirine çelme atması yasaktır.,"['Sokakta', 'koşan', 'çocukların', 'birbirine', 'çelme', 'atması', 'yasaktır', '.']",çelme atmak,literal,[-1]
11281,tr,Sürekli aynı konudan bahsetmen beni hasta ediyor.,"['Sürekli', 'aynı', 'konudan', 'bahsetmen', 'beni', 'hasta', 'ediyor', '.']",hasta etmek,idiomatic,"[5, 6]"
11282,tr,Bu kadar detayla uğraşmak insanı hasta eder.,"['Bu', 'kadar', 'detayla', 'uğraşmak', 'insanı', 'hasta', 'eder', '.']",hasta etmek,idiomatic,"[5, 6]"
11283,tr,Tekrar eden sorunlar beni gerçekten hasta etti.,"['Tekrar', 'eden', 'sorunlar', 'beni', 'gerçekten', 'hasta', 'etti', '.']",hasta etmek,idiomatic,"[5, 6]"
11284,tr,Bu monotonluk insanı hasta etmekten başka bir işe yaramıyor.,"['Bu', 'monotonluk', 'insanı', 'hasta', 'etmekten', 'başka', 'bir', 'işe', 'yaramıyor', '.']",hasta etmek,idiomatic,"[3, 4]"
11285,tr,Onun sürekli şikayet etmesi beni hasta ediyor.,"['Onun', 'sürekli', 'şikayet', 'etmesi', 'beni', 'hasta', 'ediyor', '.']",hasta etmek,idiomatic,"[5, 6]"
11286,tr,Bu kadar yavaş ilerlemek insanı hasta eder mi sence?,"['Bu', 'kadar', 'yavaş', 'ilerlemek', 'insanı', 'hasta', 'eder', 'mi', 'sence', '?']",hasta etmek,idiomatic,"[5, 6]"
11287,tr,Bazen tekdüze hayat insanı hasta ettiğini fark ettirir.,"['Bazen', 'tekdüze', 'hayat', 'insanı', 'hasta', 'ettiğini', 'fark', 'ettirir', '.']",hasta etmek,idiomatic,"[4, 5]"
11288,tr,"Beni hasta etmek istiyorsan, devam et böyle konuşmaya.","['Beni', 'hasta', 'etmek', 'istiyorsan', ',', 'devam', 'et', 'böyle', 'konuşmaya', '.']",hasta etmek,idiomatic,"[1, 2]"
11289,tr,"O kadar çok soru sordular ki, beni hasta etmekten başka bir şey yapmadılar.","['O', 'kadar', 'çok', 'soru', 'sordular', 'ki', ',', 'beni', 'hasta', 'etmekten', 'başka', 'bir', 'şey', 'yapmadılar', '.']",hasta etmek,idiomatic,"[8, 9]"
11290,tr,Sürekli aynı yemeği yemek insanı hasta eder.,"['Sürekli', 'aynı', 'yemeği', 'yemek', 'insanı', 'hasta', 'eder', '.']",hasta etmek,idiomatic,"[5, 6]"
11291,tr,Trafikteki kalabalık gün boyunca insanı hasta ediyor.,"['Trafikteki', 'kalabalık', 'gün', 'boyunca', 'insanı', 'hasta', 'ediyor', '.']",hasta etmek,idiomatic,"[5, 6]"
11292,tr,Onun bitmek bilmeyen şikayetleri beni hasta etmekten başka bir işe yaramıyor.,"['Onun', 'bitmek', 'bilmeyen', 'şikayetleri', 'beni', 'hasta', 'etmekten', 'başka', 'bir', 'işe', 'yaramıyor', '.']",hasta etmek,idiomatic,"[5, 6]"
11293,tr,"Bu tür davranışlar insanları hasta eder, dikkat etmek lazım.","['Bu', 'tür', 'davranışlar', 'insanları', 'hasta', 'eder', ',', 'dikkat', 'etmek', 'lazım', '.']",hasta etmek,idiomatic,"[4, 5]"
11294,tr,Sürekli sorunlarla uğraşmak insanı hasta edecek seviyeye getiriyor.,"['Sürekli', 'sorunlarla', 'uğraşmak', 'insanı', 'hasta', 'edecek', 'seviyeye', 'getiriyor', '.']",hasta etmek,idiomatic,"[4, 5]"
11295,tr,Onun sözleri yüzünden hasta oldum diyebilirim.,"['Onun', 'sözleri', 'yüzünden', 'hasta', 'oldum', 'diyebilirim', '.']",hasta etmek,idiomatic,"[3, 4]"
11296,tr,"Kaç kere söyledim, bu davranışın beni hasta ettiğini fark etmelisin.","['Kaç', 'kere', 'söyledim', ',', 'bu', 'davranışın', 'beni', 'hasta', 'ettiğini', 'fark', 'etmelisin', '.']",hasta etmek,idiomatic,"[7, 8]"
11297,tr,"Yine aynı konuyu açıyorsun, bu gerçekten hasta ediyor beni.","['Yine', 'aynı', 'konuyu', 'açıyorsun', ',', 'bu', 'gerçekten', 'hasta', 'ediyor', 'beni', '.']",hasta etmek,idiomatic,"[7, 8]"
11298,tr,Uzun toplantılar insanı hasta etmekten başka bir şey yapmaz.,"['Uzun', 'toplantılar', 'insanı', 'hasta', 'etmekten', 'başka', 'bir', 'şey', 'yapmaz', '.']",hasta etmek,idiomatic,"[3, 4]"
11299,tr,Bu sorunlar yüzünden hasta etmek üzereyim.,"['Bu', 'sorunlar', 'yüzünden', 'hasta', 'etmek', 'üzereyim', '.']",hasta etmek,idiomatic,"[3, 4]"
11300,tr,Hep aynı şeyi söylemekten ben hasta oldum artık.,"['Hep', 'aynı', 'şeyi', 'söylemekten', 'ben', 'hasta', 'oldum', 'artık', '.']",hasta etmek,idiomatic,"[5, 6]"
11301,tr,"Bu kadar yoğunluk insanı hasta eder, biraz rahatlamak lazım.","['Bu', 'kadar', 'yoğunluk', 'insanı', 'hasta', 'eder', ',', 'biraz', 'rahatlamak', 'lazım', '.']",hasta etmek,idiomatic,"[4, 5]"
11302,tr,"Beni hasta etmekten vazgeç, lütfen biraz anlayışlı ol.","['Beni', 'hasta', 'etmekten', 'vazgeç', ',', 'lütfen', 'biraz', 'anlayışlı', 'ol', '.']",hasta etmek,idiomatic,"[1, 2]"
11303,tr,Tekrar eden hatalar yüzünden hasta oldum sayılır.,"['Tekrar', 'eden', 'hatalar', 'yüzünden', 'hasta', 'oldum', 'sayılır', '.']",hasta etmek,idiomatic,"[4, 5]"
11304,tr,"Bu kadar eleştiri insanı hasta eder, biraz da olumlu yanlara bak.","['Bu', 'kadar', 'eleştiri', 'insanı', 'hasta', 'eder', ',', 'biraz', 'da', 'olumlu', 'yanlara', 'bak', '.']",hasta etmek,idiomatic,"[4, 5]"
11305,tr,"Beni hasta etmekten vazgeç, artık dayanacak gücüm kalmadı.","['Beni', 'hasta', 'etmekten', 'vazgeç', ',', 'artık', 'dayanacak', 'gücüm', 'kalmadı', '.']",hasta etmek,idiomatic,"[1, 2]"
11306,tr,Bu sürekli tekrarlanan durum insanı hasta ediyor.,"['Bu', 'sürekli', 'tekrarlanan', 'durum', 'insanı', 'hasta', 'ediyor', '.']",hasta etmek,idiomatic,"[5, 6]"
11307,tr,Uzun süredir devam eden bu sorunlar insanı hasta etti.,"['Uzun', 'süredir', 'devam', 'eden', 'bu', 'sorunlar', 'insanı', 'hasta', 'etti', '.']",hasta etmek,idiomatic,"[7, 8]"
11308,tr,Onun inatçılığı beni hasta etmekten başka bir işe yaramıyor.,"['Onun', 'inatçılığı', 'beni', 'hasta', 'etmekten', 'başka', 'bir', 'işe', 'yaramıyor', '.']",hasta etmek,idiomatic,"[3, 4]"
11309,tr,"Bu kadar zorlayıcı şartlar insanı hasta eder, biraz esneklik şart.","['Bu', 'kadar', 'zorlayıcı', 'şartlar', 'insanı', 'hasta', 'eder', ',', 'biraz', 'esneklik', 'şart', '.']",hasta etmek,idiomatic,"[5, 6]"
11310,tr,"Beni hasta etmek için elinden geleni yapıyorsun, farkındaysan.","['Beni', 'hasta', 'etmek', 'için', 'elinden', 'geleni', 'yapıyorsun', ',', 'farkındaysan', '.']",hasta etmek,idiomatic,"[1, 2]"
11311,tr,Sürekli aynı hatalar yüzünden hasta oldum artık.,"['Sürekli', 'aynı', 'hatalar', 'yüzünden', 'hasta', 'oldum', 'artık', '.']",hasta etmek,idiomatic,"[4, 5]"
11312,tr,Bu sürekli aynı konuyu açman beni hasta ediyor.,"['Bu', 'sürekli', 'aynı', 'konuyu', 'açman', 'beni', 'hasta', 'ediyor', '.']",hasta etmek,idiomatic,"[6, 7]"
11313,tr,O kadar düzensizlik insanı hasta eder.,"['O', 'kadar', 'düzensizlik', 'insanı', 'hasta', 'eder', '.']",hasta etmek,idiomatic,"[4, 5]"
11314,tr,Bu kadar detaylı anlatım beni hasta etmiyor mu?,"['Bu', 'kadar', 'detaylı', 'anlatım', 'beni', 'hasta', 'etmiyor', 'mu', '?']",hasta etmek,idiomatic,"[5, 6]"
11315,tr,Sabır taşımı çatlatacak bu durumlar hasta ediyor insanı.,"['Sabır', 'taşımı', 'çatlatacak', 'bu', 'durumlar', 'hasta', 'ediyor', 'insanı', '.']",hasta etmek,idiomatic,"[5, 6]"
11316,tr,Tekrar tekrar aynı şeyi söylemek insanı hasta eder.,"['Tekrar', 'tekrar', 'aynı', 'şeyi', 'söylemek', 'insanı', 'hasta', 'eder', '.']",hasta etmek,idiomatic,"[6, 7]"
11317,tr,Bu sorular yüzünden hasta oldum resmen.,"['Bu', 'sorular', 'yüzünden', 'hasta', 'oldum', 'resmen', '.']",hasta etmek,idiomatic,"[3, 4]"
11318,tr,Yine aynı konuyu açmak beni hasta ediyor.,"['Yine', 'aynı', 'konuyu', 'açmak', 'beni', 'hasta', 'ediyor', '.']",hasta etmek,idiomatic,"[5, 6]"
11319,tr,Bu kadar saçma yorumları duydukça hasta oluyorum.,"['Bu', 'kadar', 'saçma', 'yorumları', 'duydukça', 'hasta', 'oluyorum', '.']",hasta etmek,idiomatic,"[5, 6]"
11320,tr,Bu durum beni hasta edecek kadar yoruyor.,"['Bu', 'durum', 'beni', 'hasta', 'edecek', 'kadar', 'yoruyor', '.']",hasta etmek,idiomatic,"[3, 4]"
11321,tr,Sürekli aynı hataları görmek insanı hasta edebilir.,"['Sürekli', 'aynı', 'hataları', 'görmek', 'insanı', 'hasta', 'edebilir', '.']",hasta etmek,idiomatic,"[5, 6]"
11322,tr,Bu kadar karmaşık işlerle uğraşmak beni hasta ediyor.,"['Bu', 'kadar', 'karmaşık', 'işlerle', 'uğraşmak', 'beni', 'hasta', 'ediyor', '.']",hasta etmek,idiomatic,"[6, 7]"
11323,tr,Aynı konuyu tekrar etmekten hasta oldum.,"['Aynı', 'konuyu', 'tekrar', 'etmekten', 'hasta', 'oldum', '.']",hasta etmek,idiomatic,"[4, 5]"
11324,tr,Beni sürekli eleştirmen hasta ediyor.,"['Beni', 'sürekli', 'eleştirmen', 'hasta', 'ediyor', '.']",hasta etmek,idiomatic,"[3, 4]"
11325,tr,Bu monotonluk insanı hasta edebilir.,"['Bu', 'monotonluk', 'insanı', 'hasta', 'edebilir', '.']",hasta etmek,idiomatic,"[3, 4]"
11326,tr,Sana bu kadar tahammül etmek beni hasta ediyor.,"['Sana', 'bu', 'kadar', 'tahammül', 'etmek', 'beni', 'hasta', 'ediyor', '.']",hasta etmek,idiomatic,"[6, 7]"
11327,tr,Bitmeyen sorunlar bizi hasta ediyor.,"['Bitmeyen', 'sorunlar', 'bizi', 'hasta', 'ediyor', '.']",hasta etmek,idiomatic,"[3, 4]"
11328,tr,Yine aynı hatayı yapman beni hasta ediyor.,"['Yine', 'aynı', 'hatayı', 'yapman', 'beni', 'hasta', 'ediyor', '.']",hasta etmek,idiomatic,"[5, 6]"
11329,tr,Bu saçma kurallarla uğraşmak beni hasta ediyor.,"['Bu', 'saçma', 'kurallarla', 'uğraşmak', 'beni', 'hasta', 'ediyor', '.']",hasta etmek,idiomatic,"[5, 6]"
11330,tr,Senin bu tavırların beni hasta ediyor.,"['Senin', 'bu', 'tavırların', 'beni', 'hasta', 'ediyor', '.']",hasta etmek,idiomatic,"[4, 5]"
11331,tr,Bu kadar yalan duymak insanı hasta edebilir.,"['Bu', 'kadar', 'yalan', 'duymak', 'insanı', 'hasta', 'edebilir', '.']",hasta etmek,idiomatic,"[5, 6]"
11332,tr,Oyunları sürekli değiştirmek bizi hasta ediyor.,"['Oyunları', 'sürekli', 'değiştirmek', 'bizi', 'hasta', 'ediyor', '.']",hasta etmek,idiomatic,"[4, 5]"
11333,tr,Her seferinde aynı soruyu sorman beni hasta ediyor.,"['Her', 'seferinde', 'aynı', 'soruyu', 'sorman', 'beni', 'hasta', 'ediyor', '.']",hasta etmek,idiomatic,"[6, 7]"
11334,tr,Bu kadar detaydan bahsetmek insanı hasta ediyor.,"['Bu', 'kadar', 'detaydan', 'bahsetmek', 'insanı', 'hasta', 'ediyor', '.']",hasta etmek,idiomatic,"[5, 6]"
11335,tr,Yorgunluk ve stres beni hasta etti.,"['Yorgunluk', 've', 'stres', 'beni', 'hasta', 'etti', '.']",hasta etmek,idiomatic,"[4, 5]"
11336,tr,Bu kadar şikayet dinlemek insanı hasta eder.,"['Bu', 'kadar', 'şikayet', 'dinlemek', 'insanı', 'hasta', 'eder', '.']",hasta etmek,idiomatic,"[5, 6]"
11337,tr,Sana katlanmak bazen gerçekten hasta ediyor beni.,"['Sana', 'katlanmak', 'bazen', 'gerçekten', 'hasta', 'ediyor', 'beni', '.']",hasta etmek,idiomatic,"[4, 5]"
11338,tr,Bu kadar gereksiz kurallarla uğraşmak insanı hasta eder.,"['Bu', 'kadar', 'gereksiz', 'kurallarla', 'uğraşmak', 'insanı', 'hasta', 'eder', '.']",hasta etmek,idiomatic,"[6, 7]"
11339,tr,Her gün aynı şeyleri yapmak beni hasta ediyor.,"['Her', 'gün', 'aynı', 'şeyleri', 'yapmak', 'beni', 'hasta', 'ediyor', '.']",hasta etmek,idiomatic,"[6, 7]"
11340,tr,Bu kadar eleştiriye maruz kalmak insanı hasta eder.,"['Bu', 'kadar', 'eleştiriye', 'maruz', 'kalmak', 'insanı', 'hasta', 'eder', '.']",hasta etmek,idiomatic,"[6, 7]"
11341,tr,Sürekli sorun yaşamak beni hasta ediyor.,"['Sürekli', 'sorun', 'yaşamak', 'beni', 'hasta', 'ediyor', '.']",hasta etmek,idiomatic,"[4, 5]"
11342,tr,Bu kadar gereksiz toplantı insanı hasta eder.,"['Bu', 'kadar', 'gereksiz', 'toplantı', 'insanı', 'hasta', 'eder', '.']",hasta etmek,idiomatic,"[5, 6]"
11343,tr,Bu sürekli aynı konudan bahsetmeleri insanı hasta eder.,"['Bu', 'sürekli', 'aynı', 'konudan', 'bahsetmeleri', 'insanı', 'hasta', 'eder', '.']",hasta etmek,idiomatic,"[6, 7]"
11344,tr,Bitmeyen sorunlar sonunda herkesi hasta etmiş durumda.,"['Bitmeyen', 'sorunlar', 'sonunda', 'herkesi', 'hasta', 'etmiş', 'durumda', '.']",hasta etmek,idiomatic,"[4, 5]"
11345,tr,Bu kadar tekrarlanan şaka insanı hasta etmekten başka bir işe yaramıyor.,"['Bu', 'kadar', 'tekrarlanan', 'şaka', 'insanı', 'hasta', 'etmekten', 'başka', 'bir', 'işe', 'yaramıyor', '.']",hasta etmek,idiomatic,"[5, 6]"
11346,tr,Yorgunluk ve stres onu tamamen hasta etmişti.,"['Yorgunluk', 've', 'stres', 'onu', 'tamamen', 'hasta', 'etmişti', '.']",hasta etmek,idiomatic,"[5, 6]"
11347,tr,"Sıkıcı dersler beni hasta ediyor, anlamıyorum neden böyle.","['Sıkıcı', 'dersler', 'beni', 'hasta', 'ediyor', ',', 'anlamıyorum', 'neden', 'böyle', '.']",hasta etmek,idiomatic,"[3, 4]"
11348,tr,Sürekli aynı soruları sormak insanı hasta eder.,"['Sürekli', 'aynı', 'soruları', 'sormak', 'insanı', 'hasta', 'eder', '.']",hasta etmek,idiomatic,"[5, 6]"
11349,tr,Bu kadar çok iş yükü bizi hasta etmeye başladı.,"['Bu', 'kadar', 'çok', 'iş', 'yükü', 'bizi', 'hasta', 'etmeye', 'başladı', '.']",hasta etmek,idiomatic,"[6, 7]"
11350,tr,"Yine aynı tartışmalar, gerçekten hasta eden durumlar bunlar.","['Yine', 'aynı', 'tartışmalar', ',', 'gerçekten', 'hasta', 'eden', 'durumlar', 'bunlar', '.']",hasta etmek,idiomatic,"[5, 6]"
11351,tr,"Sabırsız davranışları beni hasta ediyor, biraz sabırlı olmalısın.","['Sabırsız', 'davranışları', 'beni', 'hasta', 'ediyor', ',', 'biraz', 'sabırlı', 'olmalısın', '.']",hasta etmek,idiomatic,"[3, 4]"
11352,tr,Onun sürekli eleştirileri herkesin canını hasta ediyor.,"['Onun', 'sürekli', 'eleştirileri', 'herkesin', 'canını', 'hasta', 'ediyor', '.']",hasta etmek,idiomatic,"[5, 6]"
11353,tr,"Bu kadar detaylı kontrol insanı hasta eder, biraz rahat bırakın.","['Bu', 'kadar', 'detaylı', 'kontrol', 'insanı', 'hasta', 'eder', ',', 'biraz', 'rahat', 'bırakın', '.']",hasta etmek,idiomatic,"[5, 6]"
11354,tr,Sürekli aynı hataları yapmak insanı hasta etmiyor mu sizce?,"['Sürekli', 'aynı', 'hataları', 'yapmak', 'insanı', 'hasta', 'etmiyor', 'mu', 'sizce', '?']",hasta etmek,idiomatic,"[5, 6]"
11355,tr,"Bu kadar aşırı kural koymak insanı hasta eder, daha esnek olmalısınız.","['Bu', 'kadar', 'aşırı', 'kural', 'koymak', 'insanı', 'hasta', 'eder', ',', 'daha', 'esnek', 'olmalısınız', '.']",hasta etmek,idiomatic,"[6, 7]"
11356,tr,"Tekrar eden sorunlar bizi hasta etti, çözüm bulunmalı.","['Tekrar', 'eden', 'sorunlar', 'bizi', 'hasta', 'etti', ',', 'çözüm', 'bulunmalı', '.']",hasta etmek,idiomatic,"[4, 5]"
11357,tr,Boş konuşmalarla zaman kaybetmek insanı hasta eder.,"['Boş', 'konuşmalarla', 'zaman', 'kaybetmek', 'insanı', 'hasta', 'eder', '.']",hasta etmek,idiomatic,"[5, 6]"
11358,tr,Ödevlerin artması öğrencileri hasta etmekten başka bir şey yapmıyor.,"['Ödevlerin', 'artması', 'öğrencileri', 'hasta', 'etmekten', 'başka', 'bir', 'şey', 'yapmıyor', '.']",hasta etmek,idiomatic,"[3, 4]"
11359,tr,"Bu gereksiz tartışmalar insanı hasta ediyor, lütfen son verin.","['Bu', 'gereksiz', 'tartışmalar', 'insanı', 'hasta', 'ediyor', ',', 'lütfen', 'son', 'verin', '.']",hasta etmek,idiomatic,"[4, 5]"
11360,tr,Her defasında aynı hatayı yapmak insanı hasta eder.,"['Her', 'defasında', 'aynı', 'hatayı', 'yapmak', 'insanı', 'hasta', 'eder', '.']",hasta etmek,idiomatic,"[6, 7]"
11361,tr,Sürekli şikayet etmek çevresindekileri hasta eder.,"['Sürekli', 'şikayet', 'etmek', 'çevresindekileri', 'hasta', 'eder', '.']",hasta etmek,idiomatic,"[4, 5]"
11362,tr,"Bu kadar uzun toplantılar insanı hasta ediyor, biraz kısa tutalım.","['Bu', 'kadar', 'uzun', 'toplantılar', 'insanı', 'hasta', 'ediyor', ',', 'biraz', 'kısa', 'tutalım', '.']",hasta etmek,idiomatic,"[5, 6]"
